Tag Counts:
Tag,Count
sv_p4,7886
sv_p1,7798
email,8047
sv_p5,8418
sv_p2,8675
sv_p3,8572
Untagged,0

Port/Protocol Combination Counts:
Port,Protocol,Count
45831,icmp,6
50326,udp,3
49220,icmp,5
46452,icmp,5
18583,udp,6
10954,udp,5
268,icmp,6
9009,tcp,5
6396,tcp,6
20151,icmp,8
974,tcp,7
1336,udp,4
20496,icmp,10
9636,udp,6
42742,udp,10
51262,udp,8
46361,tcp,9
13438,tcp,7
50907,udp,4
30101,udp,4
54805,icmp,8
17000,icmp,3
19232,udp,7
40616,icmp,4
17191,udp,11
31265,tcp,8
34216,udp,13
16483,icmp,10
15000,tcp,7
56294,icmp,8
18484,icmp,9
61473,udp,7
53259,icmp,7
24809,tcp,7
1115,udp,11
37453,tcp,5
44325,icmp,11
63293,udp,8
5463,udp,9
53147,tcp,7
41272,tcp,10
16389,tcp,3
40200,tcp,13
24644,icmp,9
45104,tcp,8
46984,udp,10
40802,tcp,4
47347,tcp,7
16108,icmp,14
41943,tcp,9
23108,udp,7
32186,icmp,10
50515,tcp,12
34088,tcp,1
54526,icmp,5
2807,icmp,12
43639,icmp,5
12438,icmp,3
49067,udp,6
31306,icmp,7
53758,tcp,6
34111,udp,11
51418,tcp,9
31580,udp,9
43409,tcp,5
34395,icmp,8
15820,tcp,5
39686,icmp,10
62264,tcp,5
36463,udp,6
32605,udp,7
2984,tcp,7
46195,icmp,11
59603,udp,10
18971,udp,5
52554,icmp,5
63816,icmp,4
30006,udp,7
26626,tcp,7
20360,tcp,7
61553,icmp,4
26797,icmp,7
40779,udp,9
49346,udp,10
43385,udp,13
64182,icmp,9
26246,tcp,3
34628,udp,7
48930,udp,7
50179,udp,11
28873,tcp,2
28446,icmp,7
36740,tcp,6
54268,udp,7
28258,udp,5
3490,icmp,12
60572,udp,10
53781,icmp,8
37066,udp,8
49276,udp,6
35767,icmp,3
45715,udp,4
22816,icmp,12
18160,tcp,6
44270,icmp,5
63271,icmp,4
11987,tcp,6
20344,icmp,5
49226,tcp,6
14156,icmp,6
42386,tcp,6
12553,tcp,4
47567,icmp,7
40384,icmp,6
62402,icmp,4
38489,tcp,4
59181,icmp,5
15202,icmp,4
40964,tcp,2
30918,tcp,6
19604,udp,4
37261,udp,7
43211,udp,4
481,icmp,9
59541,icmp,3
1759,icmp,10
2207,icmp,13
46936,icmp,8
65302,tcp,2
20256,udp,1
35203,icmp,8
51170,icmp,8
29962,tcp,4
49684,udp,6
11285,tcp,4
37675,icmp,7
4794,udp,6
46908,icmp,8
62738,udp,7
54594,tcp,7
43254,udp,6
32720,tcp,7
15296,udp,3
17685,udp,6
34281,udp,5
39927,tcp,6
39797,udp,8
56687,icmp,3
51069,udp,8
39306,icmp,5
21301,icmp,9
53322,tcp,5
49059,tcp,6
21300,tcp,8
19770,icmp,2
22966,tcp,9
48913,udp,2
8707,icmp,4
43220,tcp,6
51636,tcp,2
7576,udp,4
38225,udp,6
38128,icmp,6
40283,icmp,2
189,udp,6
3818,icmp,6
50866,icmp,6
18149,udp,8
38217,icmp,10
11413,icmp,5
3170,icmp,5
60558,udp,4
27315,icmp,6
42210,icmp,1
10484,udp,4
34940,icmp,4
27814,icmp,4
52560,udp,5
56428,icmp,4
40039,tcp,4
36978,tcp,4
52098,udp,6
19770,udp,4
16640,icmp,5
23725,icmp,4
30370,icmp,6
50687,udp,5
49358,udp,1
