dstport,protocol,tag
21409,icmp,sv_P3
10271,udp,sv_P4
58222,icmp,sv_P5
48678,icmp,sv_P2
39265,udp,sv_P4
56544,udp,email
57581,tcp,email
35707,tcp,sv_P1
24568,icmp,sv_P2
21836,icmp,sv_P4
31588,icmp,sv_P4
15187,icmp,sv_P5
47969,udp,sv_P3
58521,tcp,sv_P4
9241,icmp,sv_P2
8200,tcp,sv_P5
13648,tcp,sv_P5
43399,icmp,sv_P5
13105,udp,sv_P4
1148,tcp,sv_P3
14868,udp,email
39300,udp,email
49544,udp,sv_P4
54362,icmp,sv_P5
54600,icmp,sv_P3
52336,icmp,email
10590,icmp,sv_P3
43615,tcp,email
4530,icmp,sv_P3
2638,udp,sv_P1
32412,tcp,email
54947,icmp,sv_P1
16574,tcp,sv_P2
65500,udp,email
37008,icmp,sv_P3
417,icmp,sv_P2
30587,icmp,sv_P4
31994,udp,sv_P2
52467,tcp,sv_P3
1124,tcp,sv_P2
9143,icmp,sv_P5
44150,icmp,sv_P4
42723,udp,email
36726,icmp,email
38267,udp,sv_P2
13235,udp,sv_P2
38550,udp,sv_P3
54592,icmp,sv_P2
45565,icmp,sv_P3
10883,tcp,sv_P4
47762,udp,sv_P4
8166,icmp,sv_P4
62986,icmp,sv_P5
33731,tcp,email
2020,udp,sv_P3
61314,icmp,sv_P5
28586,udp,sv_P4
14159,icmp,sv_P2
30038,tcp,sv_P1
41336,icmp,sv_P3
19440,icmp,sv_P5
26070,udp,email
15356,udp,sv_P1
52161,udp,sv_P3
32442,icmp,sv_P1
20782,icmp,email
16112,icmp,sv_P5
11080,icmp,sv_P4
30057,icmp,sv_P2
40334,tcp,email
3818,tcp,sv_P4
62869,icmp,sv_P1
43080,udp,sv_P1
30370,icmp,sv_P3
8144,tcp,email
13681,tcp,email
16797,icmp,sv_P3
42835,udp,sv_P5
59799,icmp,sv_P1
61824,tcp,sv_P5
35487,icmp,sv_P4
31606,tcp,sv_P5
17562,tcp,sv_P5
24059,udp,sv_P5
19587,icmp,sv_P2
34345,icmp,sv_P5
38592,tcp,sv_P2
19316,tcp,sv_P2
21159,udp,sv_P1
52200,udp,sv_P2
65504,icmp,sv_P3
5227,tcp,sv_P2
27503,tcp,email
20501,udp,sv_P3
37143,udp,sv_P1
26992,icmp,sv_P1
30321,tcp,email
28750,udp,sv_P2
27169,tcp,sv_P1
65499,udp,email
6342,udp,sv_P1
53956,tcp,email
51518,tcp,sv_P5
59816,icmp,sv_P2
25602,tcp,sv_P3
57229,udp,sv_P4
64040,udp,email
50692,tcp,sv_P2
43473,icmp,email
48719,udp,email
19054,icmp,sv_P4
40964,tcp,sv_P1
25519,tcp,sv_P4
692,tcp,email
62270,icmp,sv_P3
9883,icmp,sv_P5
36917,tcp,sv_P1
44750,udp,sv_P5
14628,udp,sv_P5
60410,tcp,sv_P5
37408,udp,sv_P5
24687,icmp,sv_P5
49076,udp,sv_P3
27514,tcp,sv_P1
54226,tcp,sv_P4
51160,tcp,sv_P5
31472,icmp,sv_P1
45621,tcp,sv_P1
6368,tcp,sv_P2
56350,tcp,sv_P4
44918,udp,sv_P4
58448,tcp,email
10095,tcp,sv_P1
60797,icmp,sv_P4
48336,tcp,sv_P4
9009,tcp,sv_P5
15699,icmp,sv_P1
62390,udp,sv_P4
22952,icmp,email
55145,tcp,email
1845,icmp,email
11459,tcp,sv_P5
11372,icmp,sv_P4
44702,udp,sv_P3
48914,icmp,sv_P4
48776,udp,sv_P2
27636,tcp,sv_P4
18266,tcp,email
26690,tcp,sv_P4
9300,udp,sv_P1
45410,tcp,sv_P3
24769,icmp,sv_P2
18808,udp,sv_P4
40131,tcp,sv_P4
16245,icmp,sv_P1
1457,icmp,sv_P2
2212,udp,sv_P5
36576,tcp,sv_P2
20240,icmp,sv_P3
11726,udp,sv_P5
36616,udp,sv_P2
29671,udp,sv_P4
57847,icmp,sv_P4
26810,tcp,sv_P2
19096,icmp,sv_P5
16503,icmp,sv_P2
47628,tcp,sv_P2
6634,udp,email
17415,icmp,sv_P4
27215,udp,sv_P3
56444,udp,sv_P3
57815,tcp,sv_P3
42201,udp,email
5679,icmp,sv_P4
29724,tcp,sv_P2
15871,udp,sv_P1
53762,udp,sv_P5
62742,tcp,email
19307,udp,sv_P4
46216,icmp,sv_P2
56467,udp,sv_P2
33856,tcp,sv_P3
8196,udp,sv_P2
34628,udp,sv_P3
37071,tcp,sv_P1
29575,tcp,sv_P4
43385,udp,sv_P3
1896,tcp,sv_P3
1256,tcp,sv_P4
40075,tcp,sv_P1
60625,icmp,sv_P3
22498,icmp,email
16909,udp,sv_P2
15202,icmp,email
8647,tcp,sv_P3
29069,tcp,sv_P5
51553,tcp,sv_P1
6302,tcp,sv_P4
49974,udp,sv_P5
64231,udp,sv_P4
2448,udp,email
40569,icmp,sv_P5
2843,tcp,email
2356,icmp,sv_P2
53781,icmp,sv_P4
29515,udp,sv_P4
60028,icmp,sv_P4
8545,udp,sv_P3
56122,udp,sv_P2
6498,icmp,sv_P2
65243,tcp,sv_P5
39699,tcp,sv_P2
35901,tcp,email
64957,icmp,sv_P4
59973,tcp,sv_P4
48943,tcp,email
15033,icmp,sv_P5
909,udp,sv_P2
1776,icmp,email
57367,icmp,sv_P4
54521,udp,sv_P5
39216,tcp,sv_P4
6445,udp,email
29407,icmp,email
43744,udp,email
10463,icmp,sv_P5
16338,tcp,sv_P2
45531,udp,sv_P2
49116,tcp,sv_P5
5514,tcp,sv_P4
2558,tcp,sv_P1
9598,icmp,email
62173,tcp,sv_P3
15126,tcp,sv_P1
12294,icmp,sv_P4
38221,udp,sv_P4
47989,udp,sv_P5
20661,tcp,sv_P3
63986,udp,sv_P4
8873,icmp,email
40213,udp,sv_P3
45884,tcp,sv_P4
8371,tcp,sv_P4
54051,udp,sv_P1
5321,icmp,sv_P4
52037,udp,sv_P4
41790,icmp,sv_P4
37206,tcp,sv_P1
24956,udp,email
2162,udp,sv_P2
58473,tcp,email
37756,icmp,sv_P5
51062,udp,sv_P2
46123,tcp,sv_P4
1799,tcp,sv_P3
49038,udp,email
32184,icmp,sv_P1
4559,icmp,sv_P5
56939,udp,sv_P4
49567,tcp,email
47347,tcp,sv_P4
62734,udp,sv_P5
6643,icmp,sv_P5
60178,tcp,email
47842,tcp,email
20895,udp,email
12698,icmp,sv_P5
13482,icmp,sv_P5
28858,tcp,sv_P4
32520,icmp,sv_P2
26223,udp,sv_P2
56820,tcp,sv_P3
50352,tcp,sv_P3
28532,icmp,email
54300,tcp,sv_P4
16137,udp,sv_P2
3151,icmp,sv_P1
22346,tcp,sv_P5
2926,tcp,email
51605,icmp,sv_P3
53717,tcp,sv_P4
8844,tcp,sv_P5
1152,udp,sv_P4
65128,udp,sv_P3
44626,tcp,sv_P2
21442,icmp,email
37357,tcp,sv_P5
59927,udp,sv_P4
42682,icmp,sv_P2
33653,icmp,email
2397,icmp,sv_P2
10374,tcp,sv_P2
43419,tcp,sv_P1
64367,udp,sv_P1
2587,tcp,email
60686,icmp,email
55651,icmp,sv_P1
35694,icmp,sv_P4
12937,udp,sv_P2
44017,icmp,sv_P4
48164,udp,sv_P2
33290,tcp,sv_P5
25069,udp,sv_P3
12548,tcp,sv_P2
19645,udp,sv_P1
15571,tcp,sv_P4
40477,udp,sv_P1
28873,tcp,email
27960,tcp,sv_P1
49256,udp,sv_P3
15959,udp,sv_P5
29629,tcp,email
8666,icmp,email
51262,udp,sv_P1
44270,icmp,sv_P5
14528,udp,sv_P4
43767,udp,sv_P5
42997,udp,email
15243,icmp,sv_P4
8766,icmp,sv_P4
63616,tcp,sv_P4
53206,tcp,sv_P5
41317,udp,sv_P3
10888,udp,sv_P3
2572,udp,sv_P2
26266,udp,sv_P5
17174,icmp,sv_P1
34877,udp,sv_P3
17931,udp,sv_P5
37675,icmp,sv_P3
61153,tcp,email
34956,udp,sv_P4
63762,udp,email
32225,tcp,sv_P3
3154,udp,sv_P1
44769,tcp,email
46254,udp,sv_P2
9938,icmp,email
48691,tcp,sv_P1
25025,udp,sv_P4
51439,udp,sv_P1
17006,udp,sv_P2
45805,tcp,sv_P4
37188,udp,email
20256,udp,sv_P2
3369,tcp,sv_P1
16363,tcp,sv_P4
58558,udp,email
50858,icmp,email
48798,icmp,sv_P3
49278,icmp,sv_P1
20946,tcp,sv_P1
61604,tcp,sv_P4
59298,icmp,sv_P1
8341,tcp,sv_P2
63196,tcp,sv_P1
48897,udp,sv_P2
25628,icmp,sv_P3
49335,udp,sv_P4
6457,tcp,email
19562,icmp,sv_P3
41463,icmp,sv_P3
1426,icmp,email
28327,tcp,sv_P5
41607,udp,sv_P3
53164,icmp,sv_P3
18714,tcp,sv_P4
61580,tcp,sv_P4
8792,icmp,sv_P3
59071,tcp,sv_P2
23164,icmp,sv_P1
43249,icmp,sv_P3
23453,icmp,sv_P4
57024,tcp,sv_P5
48203,tcp,sv_P5
12300,icmp,sv_P3
63195,icmp,sv_P3
34199,icmp,email
30075,udp,sv_P2
23033,icmp,sv_P2
28064,tcp,email
29507,tcp,sv_P3
23320,tcp,sv_P4
63024,tcp,sv_P2
49804,tcp,sv_P3
26884,icmp,email
45327,icmp,sv_P1
55441,tcp,sv_P5
21834,udp,sv_P3
8995,icmp,email
18677,tcp,sv_P2
25757,tcp,sv_P3
54168,icmp,sv_P1
14082,udp,sv_P4
9982,icmp,sv_P5
59191,icmp,sv_P5
32338,icmp,sv_P4
63415,udp,email
62920,tcp,sv_P5
34401,tcp,sv_P2
43239,icmp,sv_P2
28381,icmp,sv_P1
17685,udp,sv_P4
19564,udp,sv_P4
7610,tcp,sv_P2
15290,udp,sv_P2
19914,icmp,email
28388,icmp,sv_P2
39451,icmp,email
42539,udp,sv_P5
32971,tcp,sv_P5
32694,udp,sv_P1
58757,icmp,sv_P2
45551,tcp,sv_P3
1013,udp,sv_P1
64362,icmp,sv_P1
13757,udp,email
15715,tcp,sv_P3
56871,tcp,sv_P3
6987,icmp,sv_P1
6990,tcp,sv_P3
15731,icmp,sv_P1
14282,udp,sv_P4
12733,udp,sv_P4
16405,udp,email
48293,tcp,sv_P3
20716,udp,sv_P2
23760,icmp,email
20583,udp,sv_P5
16389,tcp,sv_P5
59690,udp,email
44316,udp,sv_P5
61280,tcp,email
30034,icmp,sv_P5
17694,udp,sv_P5
53024,tcp,sv_P1
53292,udp,sv_P1
43233,icmp,sv_P4
31235,icmp,sv_P5
11726,tcp,sv_P2
44087,tcp,sv_P1
43575,udp,sv_P1
58815,icmp,email
6594,icmp,sv_P5
21877,icmp,email
46238,icmp,sv_P2
36393,tcp,sv_P1
28391,icmp,sv_P2
32947,tcp,sv_P1
32413,udp,sv_P1
52409,udp,sv_P4
24796,icmp,sv_P5
46354,tcp,sv_P3
13479,tcp,email
30223,udp,sv_P2
10781,tcp,sv_P3
45132,icmp,sv_P3
18912,udp,sv_P2
5598,tcp,sv_P4
12602,icmp,sv_P1
35297,udp,sv_P5
28303,udp,sv_P5
42571,icmp,sv_P4
26819,icmp,sv_P3
45297,tcp,sv_P1
16458,icmp,email
42386,tcp,sv_P1
65111,udp,sv_P5
55523,icmp,sv_P3
40252,tcp,sv_P5
60129,icmp,sv_P1
52271,udp,sv_P1
29739,udp,sv_P3
6125,icmp,sv_P3
40461,udp,sv_P1
4387,tcp,sv_P5
28156,icmp,sv_P2
39196,udp,sv_P2
3818,icmp,sv_P4
28934,icmp,sv_P4
44081,udp,sv_P2
22956,udp,sv_P3
62738,tcp,sv_P3
57217,tcp,sv_P2
20496,icmp,sv_P3
30853,icmp,sv_P4
14647,udp,email
218,tcp,sv_P1
23202,tcp,sv_P3
49489,icmp,email
8306,udp,sv_P5
34878,icmp,sv_P1
24459,tcp,sv_P1
15569,icmp,email
63398,tcp,sv_P3
10491,udp,sv_P5
19162,udp,sv_P1
1491,tcp,sv_P3
30825,icmp,sv_P3
24103,tcp,email
568,tcp,sv_P3
12721,icmp,email
54163,tcp,sv_P1
11676,tcp,sv_P4
50978,udp,sv_P2
25226,udp,email
38624,udp,sv_P2
13432,tcp,sv_P2
62038,tcp,sv_P5
18731,tcp,email
61648,icmp,sv_P2
16691,icmp,email
19094,icmp,sv_P2
37261,udp,sv_P4
1555,tcp,email
14940,tcp,sv_P2
61271,udp,sv_P5
7746,udp,sv_P5
28135,udp,sv_P4
4101,icmp,sv_P1
28168,udp,email
1161,udp,sv_P3
60137,udp,email
8903,icmp,sv_P1
59956,tcp,email
43665,udp,sv_P1
10048,udp,email
25776,udp,sv_P4
20117,udp,email
56585,udp,email
15624,udp,email
60536,udp,sv_P5
65000,tcp,sv_P4
45928,tcp,sv_P2
64406,tcp,email
20889,tcp,sv_P5
17144,udp,sv_P3
17809,tcp,sv_P5
5877,tcp,email
58269,tcp,sv_P5
26929,udp,sv_P4
44480,icmp,sv_P3
5904,icmp,sv_P5
15473,icmp,sv_P3
60167,tcp,sv_P5
1810,tcp,email
13340,icmp,sv_P4
8946,icmp,sv_P2
45385,tcp,sv_P1
45238,icmp,sv_P5
26428,tcp,email
58864,udp,sv_P2
18498,icmp,sv_P4
63540,tcp,sv_P3
60138,udp,sv_P5
35200,tcp,email
32046,tcp,sv_P2
29078,udp,sv_P3
23385,tcp,sv_P1
55829,icmp,email
30198,tcp,sv_P1
40938,udp,sv_P5
55395,icmp,sv_P4
11083,udp,sv_P2
62552,icmp,sv_P4
45261,icmp,email
689,icmp,sv_P2
45190,udp,sv_P5
4544,tcp,sv_P1
45300,icmp,sv_P2
18491,icmp,sv_P5
29116,icmp,sv_P5
49042,icmp,sv_P3
1088,icmp,sv_P1
48432,icmp,sv_P4
36111,icmp,sv_P4
29672,tcp,sv_P1
52678,udp,sv_P5
61466,udp,sv_P5
8835,tcp,sv_P1
40779,udp,email
64663,udp,sv_P4
5691,icmp,sv_P2
32779,tcp,sv_P5
52095,icmp,sv_P2
13456,udp,sv_P2
57834,udp,sv_P2
64502,tcp,email
47024,tcp,sv_P1
60472,udp,sv_P2
3171,tcp,email
23792,udp,sv_P4
26361,tcp,sv_P5
23745,icmp,sv_P4
15557,udp,sv_P5
52202,icmp,sv_P2
3707,icmp,sv_P2
54380,udp,sv_P5
65078,udp,email
64250,tcp,sv_P3
22239,tcp,sv_P1
56882,udp,sv_P2
25513,icmp,sv_P4
64584,udp,sv_P1
4829,tcp,sv_P1
43639,tcp,sv_P4
14022,udp,sv_P5
41126,tcp,sv_P3
25522,icmp,sv_P3
7928,icmp,sv_P1
9501,icmp,email
49253,udp,sv_P5
31465,icmp,sv_P2
61061,tcp,sv_P1
38423,tcp,sv_P5
45339,icmp,sv_P1
8421,tcp,sv_P1
29535,tcp,sv_P3
740,icmp,sv_P5
36149,udp,sv_P4
21191,tcp,email
10781,udp,sv_P2
15408,icmp,sv_P1
61896,icmp,sv_P1
57512,tcp,sv_P5
47107,udp,sv_P1
55881,udp,sv_P5
40814,tcp,sv_P1
42225,udp,sv_P1
2542,tcp,email
47081,udp,sv_P2
34861,udp,sv_P3
27460,tcp,sv_P3
10516,udp,sv_P1
46507,icmp,sv_P2
52560,udp,sv_P1
34619,udp,sv_P3
11296,tcp,sv_P4
56740,tcp,sv_P3
57082,udp,sv_P3
43298,icmp,sv_P1
8302,tcp,sv_P5
47962,icmp,sv_P5
31538,tcp,sv_P3
64846,udp,sv_P2
33255,tcp,email
21715,icmp,sv_P4
9334,udp,sv_P2
40164,tcp,email
43376,tcp,sv_P4
26509,icmp,sv_P2
40459,icmp,sv_P1
25440,icmp,sv_P4
40616,icmp,sv_P5
6009,icmp,email
15595,tcp,email
31624,tcp,sv_P4
43177,udp,sv_P4
47610,udp,sv_P5
3086,tcp,sv_P2
10392,tcp,sv_P1
23183,udp,sv_P1
21528,udp,sv_P3
51919,icmp,sv_P1
54526,icmp,email
48677,tcp,sv_P4
17775,tcp,sv_P1
45094,udp,sv_P5
43218,udp,sv_P1
45003,tcp,sv_P5
13769,tcp,sv_P1
53829,icmp,sv_P2
28311,tcp,sv_P1
39567,udp,sv_P3
65221,icmp,sv_P2
60816,tcp,email
55242,udp,sv_P2
30295,udp,sv_P2
33215,udp,sv_P2
27354,tcp,sv_P5
63693,udp,sv_P1
49721,tcp,sv_P1
25548,tcp,sv_P5
55820,udp,sv_P3
51641,tcp,sv_P1
12151,udp,sv_P1
51322,udp,sv_P5
27914,icmp,email
1942,tcp,email
14398,udp,sv_P4
15380,icmp,sv_P3
52646,tcp,sv_P5
13741,icmp,sv_P3
49422,udp,sv_P3
30119,tcp,sv_P3
49280,icmp,sv_P5
1361,tcp,sv_P3
26036,udp,sv_P1
7023,tcp,email
43341,udp,sv_P2
4940,icmp,sv_P5
43799,tcp,sv_P4
57897,icmp,sv_P2
54565,icmp,email
23748,icmp,sv_P3
41427,tcp,sv_P5
31690,tcp,sv_P2
16291,udp,sv_P5
50010,icmp,sv_P2
58973,icmp,sv_P3
51781,icmp,sv_P5
58702,udp,sv_P1
31846,icmp,sv_P1
52589,icmp,sv_P3
23874,tcp,email
28447,udp,sv_P3
21655,icmp,sv_P1
55215,icmp,email
2353,udp,email
56384,udp,sv_P5
53163,udp,email
42958,icmp,sv_P2
1581,udp,sv_P1
4199,icmp,sv_P4
30229,icmp,sv_P3
27974,icmp,sv_P1
62059,tcp,sv_P1
4075,tcp,email
425,udp,sv_P4
55581,tcp,sv_P5
51170,icmp,email
64186,icmp,sv_P5
51636,tcp,sv_P3
49860,tcp,sv_P5
64755,udp,sv_P4
46813,icmp,sv_P2
11927,udp,email
236,udp,sv_P2
39005,icmp,sv_P1
8236,tcp,email
54745,icmp,email
37210,udp,sv_P3
10895,icmp,sv_P2
8076,udp,sv_P2
24610,tcp,sv_P3
27814,icmp,sv_P2
40135,tcp,sv_P2
31208,tcp,sv_P2
3805,tcp,sv_P3
59096,tcp,sv_P1
4192,tcp,sv_P5
3990,udp,sv_P5
12239,tcp,email
58068,icmp,sv_P1
181,icmp,sv_P3
48757,udp,sv_P4
64339,icmp,email
23063,tcp,sv_P3
53343,tcp,sv_P1
62333,udp,sv_P2
38335,icmp,sv_P4
62249,udp,sv_P1
7791,tcp,sv_P1
34284,icmp,sv_P1
10437,icmp,sv_P2
18072,udp,sv_P2
38305,udp,sv_P2
40195,icmp,sv_P1
11949,icmp,sv_P4
51391,tcp,email
17520,udp,sv_P4
19141,udp,sv_P3
37066,udp,sv_P5
36595,icmp,sv_P1
25621,udp,sv_P2
61458,tcp,sv_P3
12408,udp,sv_P2
35139,udp,sv_P5
64536,tcp,sv_P5
26753,udp,sv_P3
37660,icmp,sv_P5
13475,icmp,sv_P3
40653,udp,sv_P1
15496,udp,sv_P2
23809,tcp,sv_P4
6011,udp,sv_P2
23353,icmp,sv_P3
34646,icmp,sv_P5
25983,udp,sv_P4
25779,tcp,sv_P3
44990,tcp,sv_P1
14061,icmp,email
16835,tcp,email
14354,icmp,email
62023,udp,sv_P4
47189,udp,sv_P5
45993,udp,sv_P1
3907,icmp,sv_P3
28674,udp,sv_P1
11858,tcp,sv_P2
16618,icmp,sv_P4
20145,icmp,sv_P5
65518,tcp,email
54124,tcp,email
24786,icmp,sv_P1
50448,icmp,sv_P2
37845,icmp,sv_P5
862,icmp,sv_P4
16312,tcp,sv_P2
20175,tcp,sv_P2
26296,icmp,sv_P1
52454,udp,sv_P3
56150,udp,sv_P4
23725,icmp,email
58991,udp,sv_P3
59090,icmp,sv_P4
15686,tcp,sv_P5
25170,tcp,sv_P3
5448,icmp,email
26282,udp,sv_P3
65280,tcp,sv_P4
20417,udp,sv_P3
31479,udp,sv_P5
65339,icmp,sv_P4
38217,icmp,sv_P4
9089,udp,sv_P1
36869,icmp,email
29900,udp,sv_P4
38833,icmp,sv_P2
32640,udp,sv_P3
13143,icmp,sv_P4
14462,icmp,sv_P1
30772,tcp,email
36781,icmp,sv_P5
38743,udp,sv_P3
1376,tcp,sv_P1
58295,udp,sv_P5
61842,udp,sv_P4
41522,icmp,email
33550,udp,sv_P5
34216,udp,sv_P3
42925,udp,sv_P2
3075,icmp,sv_P1
33622,udp,sv_P4
53322,tcp,sv_P2
62317,udp,sv_P4
7597,udp,sv_P5
51318,tcp,sv_P5
4546,tcp,sv_P5
1853,tcp,sv_P1
6672,tcp,sv_P1
59829,udp,sv_P5
46604,udp,sv_P5
18367,icmp,sv_P3
17255,icmp,sv_P2
49489,udp,sv_P1
45726,icmp,email
19604,icmp,sv_P5
361,icmp,sv_P5
56498,udp,email
12438,icmp,sv_P2
16067,udp,sv_P2
59041,icmp,email
55389,tcp,sv_P3
12979,icmp,sv_P4
62248,tcp,sv_P2
11987,tcp,sv_P2
60881,icmp,email
18485,tcp,sv_P2
20244,tcp,email
54805,icmp,email
2392,udp,sv_P3
21004,tcp,sv_P5
49391,tcp,sv_P1
23686,icmp,sv_P3
33059,icmp,sv_P3
12344,tcp,email
56340,udp,sv_P3
57881,icmp,sv_P1
50618,icmp,sv_P3
41651,icmp,sv_P2
49716,tcp,sv_P3
48852,tcp,sv_P3
48249,icmp,sv_P1
27425,tcp,sv_P5
8242,icmp,sv_P5
65284,icmp,sv_P2
61128,tcp,sv_P3
13763,icmp,sv_P5
59956,icmp,sv_P2
41894,udp,sv_P1
34238,tcp,sv_P5
62366,tcp,sv_P4
49450,tcp,sv_P5
54493,icmp,sv_P3
39416,udp,sv_P5
24673,tcp,sv_P5
13841,udp,sv_P5
1355,udp,email
58190,udp,sv_P5
23578,icmp,sv_P1
10869,icmp,sv_P1
56744,udp,sv_P2
15000,tcp,sv_P3
42813,udp,sv_P5
52353,tcp,sv_P2
5123,tcp,sv_P5
1520,udp,sv_P1
30918,tcp,email
10027,udp,sv_P2
61704,icmp,sv_P2
42096,icmp,email
58137,icmp,sv_P2
33541,tcp,sv_P5
53110,udp,sv_P1
20205,udp,sv_P5
43501,tcp,sv_P4
19912,udp,email
34778,tcp,sv_P4
24152,icmp,sv_P1
12755,tcp,sv_P1
64241,tcp,sv_P2
55232,icmp,email
54864,icmp,email
30082,udp,sv_P1
10377,tcp,sv_P2
25608,udp,email
43167,udp,sv_P1
46429,udp,sv_P4
856,icmp,sv_P2
42099,icmp,email
21502,tcp,sv_P1
27750,udp,sv_P4
5549,tcp,sv_P5
2255,tcp,sv_P5
13755,icmp,sv_P3
10443,icmp,sv_P5
56878,tcp,sv_P5
34508,icmp,sv_P2
51614,tcp,sv_P5
46936,icmp,sv_P4
50174,udp,sv_P2
53001,udp,sv_P4
49957,icmp,sv_P1
9509,icmp,sv_P1
21882,udp,sv_P1
30714,tcp,sv_P5
22659,udp,sv_P3
5011,tcp,sv_P1
4808,tcp,sv_P5
56165,udp,email
20137,udp,sv_P3
15076,udp,sv_P3
35382,udp,sv_P1
49755,tcp,sv_P4
60872,icmp,sv_P2
56428,icmp,sv_P4
38813,udp,sv_P5
44,udp,sv_P4
34560,tcp,sv_P5
64887,tcp,sv_P2
43056,tcp,email
11446,icmp,sv_P1
32693,udp,sv_P5
1389,tcp,sv_P2
61251,icmp,sv_P2
48735,udp,sv_P4
1382,icmp,sv_P1
28276,udp,sv_P2
48760,icmp,sv_P5
8273,icmp,sv_P1
5101,tcp,sv_P3
56048,udp,sv_P1
40066,icmp,sv_P5
1750,tcp,sv_P5
53855,udp,sv_P2
38128,icmp,email
52645,icmp,sv_P1
34242,tcp,sv_P5
38056,udp,sv_P2
16021,udp,sv_P1
43043,udp,sv_P4
52243,icmp,sv_P1
1974,tcp,email
49717,udp,sv_P2
11387,udp,sv_P3
63293,icmp,sv_P5
20893,udp,sv_P2
19255,udp,sv_P4
56150,icmp,sv_P4
48507,udp,sv_P2
5249,icmp,sv_P4
18677,icmp,email
37074,icmp,sv_P2
28187,udp,sv_P1
57731,udp,sv_P3
48342,icmp,sv_P5
54670,udp,sv_P4
18637,udp,sv_P1
61769,icmp,sv_P1
6663,icmp,email
2993,tcp,sv_P2
41851,tcp,sv_P4
23880,tcp,sv_P4
64022,tcp,sv_P5
22873,udp,sv_P4
22080,tcp,sv_P2
6219,udp,sv_P4
20424,icmp,sv_P4
13000,tcp,email
57273,tcp,sv_P3
42009,udp,sv_P2
45287,udp,email
410,udp,sv_P4
62451,tcp,sv_P4
22949,tcp,sv_P2
62613,udp,sv_P4
19707,udp,sv_P2
55428,icmp,sv_P5
43411,tcp,sv_P1
778,tcp,sv_P2
56248,tcp,sv_P1
7978,udp,sv_P4
43519,tcp,email
42021,tcp,sv_P5
32249,udp,sv_P5
48696,tcp,sv_P3
42013,udp,email
23622,icmp,sv_P4
50455,udp,email
36414,tcp,sv_P4
34161,icmp,email
1033,icmp,email
29537,icmp,sv_P5
5451,udp,sv_P5
9137,icmp,sv_P4
50294,udp,sv_P3
61361,icmp,sv_P2
51199,tcp,sv_P3
15935,icmp,sv_P5
5068,udp,sv_P5
41262,icmp,sv_P3
41656,icmp,sv_P2
1544,tcp,sv_P5
34376,udp,sv_P1
49938,icmp,sv_P2
28078,udp,sv_P2
55216,udp,sv_P3
53394,udp,email
52785,icmp,sv_P2
12939,icmp,sv_P5
52630,udp,sv_P1
12562,icmp,sv_P2
59606,tcp,email
3394,udp,email
64257,tcp,sv_P3
32780,tcp,sv_P1
3159,udp,sv_P2
10954,udp,sv_P1
19958,tcp,sv_P3
10112,udp,sv_P1
51278,tcp,sv_P1
47200,udp,email
39050,icmp,sv_P2
57471,udp,sv_P1
32247,udp,email
43473,tcp,sv_P5
64438,tcp,sv_P2
232,icmp,sv_P2
178,icmp,sv_P5
26235,tcp,sv_P3
39264,icmp,sv_P1
24092,tcp,sv_P2
10426,udp,sv_P3
22933,udp,sv_P1
60895,tcp,sv_P1
17918,udp,sv_P3
50676,udp,sv_P1
28393,udp,sv_P2
50010,tcp,email
58592,udp,sv_P1
19935,icmp,email
44853,tcp,sv_P2
31501,icmp,sv_P1
2771,udp,sv_P2
48720,udp,sv_P4
19665,icmp,sv_P3
31169,icmp,sv_P1
33257,icmp,sv_P5
43504,icmp,sv_P3
26999,tcp,sv_P3
23004,tcp,sv_P2
41,udp,sv_P1
32522,udp,sv_P4
36,icmp,email
34281,udp,sv_P4
31259,tcp,sv_P3
43125,tcp,sv_P3
56665,icmp,sv_P2
53083,icmp,sv_P2
38895,udp,sv_P1
45498,tcp,sv_P1
65354,tcp,sv_P5
18083,icmp,sv_P3
58130,tcp,sv_P3
14270,icmp,sv_P1
18459,icmp,sv_P1
32355,udp,email
21751,udp,sv_P5
833,tcp,sv_P1
25497,tcp,sv_P5
13429,udp,sv_P3
43066,tcp,sv_P5
46692,icmp,sv_P2
20850,icmp,sv_P3
52236,icmp,email
7702,icmp,sv_P4
19546,icmp,sv_P4
14611,icmp,sv_P1
7116,icmp,sv_P2
1158,tcp,sv_P2
39470,icmp,email
17917,icmp,sv_P3
58418,udp,sv_P4
38122,tcp,sv_P3
23504,tcp,sv_P3
6931,tcp,sv_P1
8158,icmp,email
57703,icmp,sv_P4
44158,udp,sv_P2
30793,tcp,sv_P3
38845,tcp,sv_P3
1296,udp,email
20530,icmp,email
25372,tcp,sv_P5
1269,tcp,sv_P5
38228,udp,sv_P2
5208,tcp,sv_P3
2901,icmp,email
24055,udp,email
48287,icmp,sv_P5
45542,tcp,sv_P5
57390,udp,email
62861,udp,sv_P1
24754,udp,sv_P3
43380,icmp,sv_P1
15563,udp,sv_P2
27963,icmp,sv_P5
56598,udp,sv_P3
12948,tcp,sv_P3
15078,tcp,sv_P5
50534,udp,sv_P1
3575,icmp,sv_P1
63816,icmp,sv_P1
7652,udp,sv_P4
44173,udp,sv_P2
49712,udp,email
44175,tcp,sv_P5
37205,icmp,sv_P3
32442,tcp,sv_P5
777,icmp,email
38284,udp,sv_P5
17367,icmp,email
5037,icmp,sv_P1
63823,udp,sv_P5
10305,udp,sv_P2
9614,udp,sv_P3
20702,udp,sv_P5
